Year (CY),Type,Source,Implementing Department,Action Category,Direct/Indirect?,Targeted at Homelessness?,Actionable?,Status of the Recommendation/Resolution 
2010.0,1.0,258.0,5.0,1.0,1.0,0.0,1.0,20.0
2010.0,1.0,258.0,5.0,1.0,1.0,1.0,1.0,20.0
2010.0,1.0,252.0,2.0,6.0,1.0,1.0,1.0,20.0
2010.0,1.0,258.0,5.0,6.0,1.0,0.0,1.0,20.0
2010.0,1.0,258.0,5.0,6.0,1.0,1.0,1.0,20.0
2015.0,1.0,255.0,14.0,6.0,1.0,0.0,1.0,20.0
2010.0,1.0,258.0,5.0,7.0,1.0,0.0,1.0,20.0
2010.0,1.0,258.0,5.0,6.0,1.0,0.0,1.0,20.0
2010.0,1.0,258.0,5.0,6.0,1.0,0.0,1.0,20.0
2010.0,1.0,258.0,5.0,6.0,1.0,1.0,1.0,20.0
2010.0,1.0,258.0,5.0,7.0,1.0,1.0,1.0,20.0
2014.0,1.0,257.0,7.0,7.0,1.0,1.0,1.0,20.0
2014.0,1.0,257.0,7.0,6.0,1.0,1.0,1.0,20.0
2014.0,1.0,257.0,7.0,6.0,1.0,1.0,1.0,20.0
2014.0,1.0,257.0,7.0,6.0,1.0,1.0,1.0,20.0
2014.0,1.0,257.0,7.0,6.0,1.0,1.0,1.0,20.0
2015.0,1.0,255.0,14.0,6.0,1.0,0.0,1.0,20.0
2014.0,1.0,247.0,7.0,6.0,1.0,0.0,1.0,22.0
2014.0,1.0,1.0,9.0,6.0,1.0,0.0,1.0,10.0
2014.0,1.0,2.0,9.0,6.0,1.0,0.0,1.0,10.0
2014.0,1.0,3.0,9.0,6.0,1.0,0.0,1.0,10.0
2014.0,1.0,4.0,9.0,6.0,1.0,0.0,1.0,10.0
2014.0,1.0,5.0,9.0,6.0,1.0,0.0,1.0,10.0
2014.0,1.0,6.0,9.0,6.0,1.0,0.0,1.0,10.0
2010.0,1.0,258.0,5.0,6.0,0.0,1.0,1.0,20.0
2010.0,1.0,258.0,5.0,6.0,1.0,1.0,1.0,20.0
2010.0,1.0,258.0,5.0,6.0,1.0,1.0,1.0,20.0
2014.0,1.0,238.0,6.0,6.0,1.0,0.0,1.0,20.0
2010.0,1.0,246.0,18.0,6.0,1.0,1.0,1.0,20.0
2010.0,1.0,246.0,18.0,6.0,1.0,1.0,1.0,20.0
2010.0,1.0,246.0,18.0,6.0,1.0,1.0,1.0,20.0
2010.0,1.0,246.0,18.0,6.0,1.0,1.0,1.0,20.0
2012.0,1.0,241.0,14.0,7.0,1.0,1.0,1.0,20.0
2012.0,1.0,241.0,14.0,6.0,1.0,1.0,1.0,20.0
2012.0,1.0,241.0,14.0,6.0,1.0,1.0,1.0,20.0
2012.0,1.0,241.0,14.0,6.0,1.0,1.0,1.0,20.0
2014.0,1.0,252.0,2.0,6.0,1.0,1.0,1.0,20.0
2014.0,1.0,252.0,2.0,6.0,0.0,1.0,1.0,20.0
2014.0,1.0,252.0,2.0,6.0,1.0,0.0,1.0,20.0
2014.0,1.0,252.0,2.0,6.0,1.0,0.0,1.0,20.0
2014.0,1.0,252.0,2.0,6.0,1.0,0.0,1.0,20.0
2014.0,1.0,252.0,2.0,6.0,1.0,0.0,1.0,20.0
2014.0,1.0,252.0,2.0,6.0,1.0,0.0,1.0,20.0
2014.0,1.0,233.0,9.0,7.0,1.0,1.0,1.0,20.0
2014.0,1.0,238.0,6.0,7.0,1.0,0.0,1.0,20.0
2010.0,1.0,246.0,18.0,7.0,1.0,1.0,1.0,20.0
2010.0,1.0,246.0,18.0,6.0,1.0,1.0,1.0,20.0
2017.0,1.0,247.0,7.0,6.0,1.0,0.0,1.0,22.0
2012.0,1.0,241.0,14.0,4.0,0.0,1.0,1.0,20.0
2014.0,1.0,238.0,6.0,4.0,1.0,0.0,1.0,20.0
2015.0,2.0,177.0,2.0,1.0,0.0,0.0,0.0,41.0
2014.0,1.0,238.0,6.0,4.0,1.0,0.0,1.0,20.0
2014.0,1.0,238.0,6.0,4.0,1.0,0.0,1.0,20.0
2014.0,1.0,238.0,6.0,4.0,1.0,0.0,1.0,20.0
2014.0,1.0,238.0,6.0,4.0,1.0,0.0,1.0,20.0
2014.0,1.0,0.0,9.0,4.0,1.0,0.0,1.0,10.0
2014.0,1.0,257.0,7.0,4.0,0.0,1.0,1.0,20.0
2017.0,1.0,247.0,7.0,4.0,0.0,0.0,0.0,13.0
2014.0,1.0,233.0,9.0,4.0,0.0,1.0,1.0,20.0
2010.0,1.0,258.0,5.0,4.0,0.0,1.0,1.0,20.0
2010.0,1.0,258.0,5.0,4.0,0.0,1.0,1.0,20.0
2008.0,2.0,69.0,8.0,6.0,1.0,0.0,1.0,20.0
2008.0,2.0,70.0,8.0,6.0,1.0,0.0,1.0,20.0
2008.0,2.0,73.0,8.0,6.0,1.0,0.0,1.0,20.0
2008.0,2.0,74.0,8.0,4.0,1.0,0.0,1.0,20.0
2008.0,2.0,76.0,8.0,6.0,1.0,0.0,1.0,20.0
2008.0,2.0,80.0,8.0,4.0,1.0,0.0,1.0,20.0
2008.0,2.0,79.0,9.0,6.0,1.0,0.0,1.0,34.0
2008.0,2.0,78.0,8.0,6.0,1.0,0.0,1.0,20.0
2008.0,2.0,82.0,2.0,1.0,1.0,0.0,1.0,20.0
2009.0,2.0,84.0,8.0,1.0,1.0,0.0,1.0,20.0
2009.0,2.0,85.0,13.0,1.0,1.0,0.0,1.0,20.0
2009.0,2.0,87.0,2.0,4.0,1.0,0.0,1.0,20.0
2009.0,2.0,86.0,13.0,6.0,1.0,0.0,1.0,20.0
2009.0,2.0,254.0,8.0,1.0,1.0,0.0,1.0,20.0
2009.0,2.0,88.0,2.0,1.0,1.0,0.0,1.0,20.0
2009.0,2.0,91.0,2.0,1.0,1.0,0.0,1.0,20.0
2010.0,2.0,98.0,9.0,1.0,1.0,0.0,1.0,20.0
2010.0,2.0,92.0,8.0,6.0,1.0,0.0,1.0,20.0
2011.0,0.0,240.0,9.0,4.0,0.0,0.0,0.0,41.0
2010.0,2.0,93.0,8.0,6.0,1.0,0.0,1.0,20.0
2010.0,2.0,96.0,8.0,6.0,1.0,0.0,1.0,20.0
2010.0,2.0,95.0,8.0,6.0,1.0,0.0,1.0,20.0
2010.0,2.0,94.0,8.0,6.0,1.0,0.0,1.0,20.0
2010.0,2.0,97.0,8.0,1.0,1.0,0.0,1.0,20.0
2010.0,2.0,99.0,2.0,1.0,1.0,0.0,1.0,20.0
2011.0,2.0,100.0,8.0,6.0,1.0,0.0,1.0,20.0
2016.0,0.0,240.0,9.0,4.0,0.0,0.0,0.0,41.0
2011.0,2.0,101.0,19.0,0.0,1.0,0.0,1.0,20.0
2015.0,2.0,180.0,8.0,4.0,0.0,0.0,0.0,2.0
2017.0,2.0,219.0,8.0,4.0,0.0,0.0,0.0,2.0
2008.0,2.0,83.0,8.0,6.0,0.0,0.0,0.0,39.0
2011.0,2.0,102.0,2.0,1.0,0.0,0.0,0.0,35.0
2014.0,2.0,155.0,8.0,0.0,0.0,0.0,0.0,43.0
2011.0,2.0,107.0,8.0,6.0,0.0,0.0,0.0,38.0
2014.0,2.0,160.0,13.0,4.0,0.0,0.0,0.0,42.0
2017.0,0.0,240.0,9.0,4.0,0.0,0.0,0.0,41.0
2009.0,2.0,90.0,16.0,6.0,0.0,0.0,0.0,40.0
2017.0,0.0,240.0,9.0,7.0,0.0,0.0,0.0,41.0
2017.0,2.0,225.0,8.0,4.0,0.0,0.0,0.0,43.0
2017.0,4.0,8.0,9.0,4.0,0.0,0.0,0.0,41.0
2016.0,0.0,240.0,9.0,4.0,0.0,0.0,0.0,41.0
2014.0,2.0,149.0,8.0,0.0,0.0,0.0,0.0,2.0
2011.0,2.0,108.0,8.0,5.0,0.0,0.0,0.0,1.0
2007.0,3.0,235.0,4.0,4.0,0.0,0.0,0.0,36.0
2016.0,0.0,240.0,9.0,4.0,0.0,0.0,0.0,41.0
2014.0,1.0,238.0,6.0,6.0,0.0,0.0,0.0,41.0
2016.0,0.0,250.0,9.0,5.0,0.0,0.0,0.0,41.0
2008.0,2.0,75.0,8.0,1.0,0.0,0.0,0.0,39.0
2016.0,0.0,250.0,9.0,1.0,0.0,0.0,0.0,41.0
2016.0,2.0,201.0,8.0,6.0,0.0,0.0,0.0,43.0
2017.0,4.0,8.0,9.0,4.0,0.0,0.0,0.0,41.0
2016.0,2.0,193.0,8.0,1.0,0.0,0.0,0.0,43.0
2017.0,2.0,221.0,8.0,4.0,0.0,0.0,0.0,20.0
2009.0,2.0,89.0,13.0,1.0,0.0,0.0,0.0,38.0
2011.0,0.0,240.0,9.0,4.0,0.0,0.0,0.0,41.0
2004.0,2.0,51.0,13.0,0.0,0.0,0.0,0.0,39.0
2015.0,2.0,174.0,8.0,4.0,0.0,0.0,0.0,2.0
2017.0,0.0,240.0,9.0,1.0,0.0,0.0,0.0,41.0
2004.0,2.0,53.0,8.0,0.0,0.0,0.0,0.0,39.0
2016.0,0.0,240.0,9.0,4.0,0.0,0.0,0.0,41.0
2012.0,2.0,123.0,8.0,6.0,0.0,0.0,0.0,40.0
2008.0,2.0,71.0,9.0,4.0,0.0,0.0,0.0,39.0
2001.0,2.0,20.0,8.0,4.0,0.0,0.0,0.0,39.0
2014.0,1.0,238.0,6.0,4.0,0.0,0.0,0.0,41.0
2002.0,4.0,249.0,9.0,6.0,0.0,0.0,0.0,41.0
2017.0,0.0,240.0,9.0,1.0,0.0,0.0,0.0,41.0
2016.0,2.0,189.0,8.0,4.0,0.0,0.0,0.0,2.0
2014.0,2.0,157.0,8.0,0.0,0.0,0.0,0.0,2.0
2011.0,0.0,240.0,9.0,4.0,0.0,0.0,0.0,41.0
2008.0,2.0,81.0,8.0,0.0,0.0,0.0,0.0,2.0
2015.0,2.0,175.0,8.0,1.0,0.0,0.0,0.0,2.0
2017.0,2.0,212.0,13.0,1.0,0.0,0.0,0.0,20.0
2008.0,2.0,72.0,8.0,6.0,0.0,0.0,0.0,39.0
2017.0,2.0,217.0,8.0,5.0,0.0,0.0,0.0,38.0
2002.0,4.0,249.0,9.0,6.0,0.0,0.0,0.0,41.0
2016.0,0.0,240.0,9.0,4.0,0.0,0.0,0.0,41.0
2014.0,1.0,238.0,6.0,4.0,0.0,0.0,0.0,41.0
2005.0,2.0,57.0,8.0,0.0,0.0,0.0,0.0,37.0
2013.0,0.0,231.0,9.0,1.0,0.0,0.0,0.0,41.0
2017.0,2.0,220.0,8.0,0.0,0.0,0.0,0.0,2.0
2008.0,2.0,77.0,8.0,6.0,0.0,0.0,0.0,2.0
2017.0,2.0,214.0,8.0,0.0,0.0,0.0,0.0,2.0
2016.0,0.0,240.0,9.0,4.0,0.0,0.0,0.0,41.0
2017.0,0.0,240.0,9.0,4.0,0.0,0.0,0.0,41.0
2005.0,2.0,61.0,2.0,0.0,0.0,0.0,0.0,35.0
2006.0,2.0,63.0,13.0,5.0,0.0,0.0,0.0,39.0
2000.0,2.0,12.0,8.0,1.0,0.0,0.0,0.0,39.0
2007.0,2.0,67.0,8.0,4.0,0.0,0.0,0.0,39.0
2005.0,2.0,58.0,8.0,4.0,0.0,0.0,0.0,39.0
2013.0,2.0,133.0,8.0,0.0,0.0,0.0,0.0,43.0
2005.0,2.0,56.0,8.0,0.0,0.0,0.0,0.0,39.0
2004.0,2.0,46.0,8.0,4.0,0.0,0.0,0.0,39.0
2017.0,4.0,8.0,9.0,4.0,0.0,0.0,0.0,41.0
2016.0,2.0,187.0,13.0,4.0,0.0,0.0,0.0,38.0
2002.0,4.0,249.0,9.0,6.0,0.0,0.0,0.0,41.0
2013.0,2.0,136.0,8.0,4.0,0.0,0.0,0.0,2.0
2002.0,4.0,249.0,9.0,6.0,0.0,0.0,0.0,41.0
2004.0,2.0,54.0,8.0,0.0,0.0,0.0,0.0,39.0
2016.0,2.0,186.0,8.0,1.0,0.0,0.0,0.0,2.0
2013.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
