,Year,State,CoC Number,CoC Name,Measures
1150,6,0,2,3,34
1151,6,0,2,3,38
1152,6,0,3,5,1
1153,6,0,3,5,2
1154,6,0,3,5,3
1155,6,0,3,5,4
1156,6,0,3,5,5
1157,6,0,3,5,9
1158,6,0,3,5,14
1159,6,0,3,5,15
1160,6,0,3,5,16
1161,6,0,3,5,17
1162,6,0,3,5,18
1163,6,0,3,5,19
1164,6,0,3,5,23
1165,6,0,3,5,27
1166,6,0,3,5,29
1167,6,0,3,5,30
1168,6,0,3,5,31
1169,6,0,3,5,32
1170,6,0,3,5,33
1171,6,0,3,5,34
1172,6,0,3,5,38
1173,6,0,4,4,1
1174,6,0,4,4,2
1175,6,0,4,4,3
1176,6,0,4,4,4
1177,6,0,4,4,5
1178,6,0,4,4,9
1179,6,0,4,4,14
1180,6,0,4,4,15
1181,6,0,4,4,16
1182,6,0,4,4,17
1183,6,0,4,4,18
1184,6,0,4,4,19
1185,6,0,4,4,23
1186,6,0,4,4,27
1187,6,0,4,4,29
1188,6,0,4,4,30
1189,6,0,4,4,31
1190,6,0,4,4,32
1191,6,0,4,4,33
1192,6,0,4,4,34
1193,6,0,4,4,38
1194,6,0,5,9,1
1195,6,0,5,9,2
1196,6,0,5,9,3
1197,6,0,5,9,4
1198,6,0,5,9,5
1199,6,0,5,9,9
1200,6,0,5,9,14
1201,6,0,5,9,15
1202,6,0,5,9,16
1203,6,0,5,9,17
1204,6,0,5,9,18
1205,6,0,5,9,19
1206,6,0,5,9,23
1207,6,0,5,9,27
1208,6,0,5,9,29
1209,6,0,5,9,30
1210,6,0,5,9,31
1211,6,0,5,9,32
1212,6,0,5,9,33
1213,6,0,5,9,34
1214,6,0,5,9,38
1215,6,0,6,8,1
1216,6,0,6,8,2
1217,6,0,6,8,3
1218,6,0,6,8,4
1219,6,0,6,8,5
1220,6,0,6,8,9
1221,6,0,6,8,14
1222,6,0,6,8,15
1223,6,0,6,8,16
1224,6,0,6,8,17
1225,6,0,6,8,18
1226,6,0,6,8,19
1227,6,0,6,8,23
1228,6,0,6,8,27
1229,6,0,6,8,29
1230,6,0,6,8,30
1231,6,0,6,8,31
1232,6,0,6,8,32
1233,6,0,6,8,33
1234,6,0,6,8,34
1235,6,0,6,8,38
1236,6,0,7,0,1
1237,6,0,7,0,2
1238,6,0,7,0,3
1239,6,0,7,0,4
1240,6,0,7,0,5
1241,6,0,7,0,9
1242,6,0,7,0,14
1243,6,0,7,0,15
1244,6,0,7,0,16
1245,6,0,7,0,17
1246,6,0,7,0,18
1247,6,0,7,0,19
1248,6,0,7,0,23
1249,6,0,7,0,27
1250,6,0,7,0,29
1251,6,0,7,0,30
1252,6,0,7,0,31
1253,6,0,7,0,32
1254,6,0,7,0,33
1255,6,0,7,0,34
1256,6,0,7,0,38
1257,6,0,8,10,1
1258,6,0,8,10,2
1259,6,0,8,10,3
1260,6,0,8,10,4
1261,6,0,8,10,5
1262,6,0,8,10,9
1263,6,0,8,10,14
1264,6,0,8,10,15
1265,6,0,8,10,16
1266,6,0,8,10,17
1267,6,0,8,10,18
1268,6,0,8,10,19
1269,6,0,8,10,23
1270,6,0,8,10,27
1271,6,0,8,10,29
1272,6,0,8,10,30
1273,6,0,8,10,31
1274,6,0,8,10,32
1275,6,0,8,10,33
1276,6,0,8,10,34
1277,6,0,8,10,38
1278,6,0,9,6,1
1279,6,0,9,6,2
1280,6,0,9,6,3
1281,6,0,9,6,4
1282,6,0,9,6,5
1283,6,0,9,6,9
1284,6,0,9,6,14
1285,6,0,9,6,15
1286,6,0,9,6,16
1287,6,0,9,6,17
1288,6,0,9,6,18
1289,6,0,9,6,19
1290,6,0,9,6,23
1291,6,0,9,6,27
1292,6,0,9,6,29
1293,6,0,9,6,30
1294,6,0,9,6,31
1295,6,0,9,6,32
1296,6,0,9,6,33
1297,6,0,9,6,34
1298,6,0,9,6,38
1299,6,0,10,2,1
1300,6,0,10,2,2
1301,6,0,10,2,3
1302,6,0,10,2,4
1303,6,0,10,2,5
1304,6,0,10,2,9
1305,6,0,10,2,14
1306,6,0,10,2,15
1307,6,0,10,2,16
1308,6,0,10,2,17
1309,6,0,10,2,18
1310,6,0,10,2,19
1311,6,0,10,2,23
1312,6,0,10,2,27
1313,6,0,10,2,29
1314,6,0,10,2,30
1315,6,0,10,2,31
1316,6,0,10,2,32
1317,6,0,10,2,33
1318,6,0,10,2,34
1319,6,0,10,2,38
1320,7,0,0,7,0
1321,7,0,0,7,1
1322,7,0,0,7,2
1323,7,0,0,7,3
1324,7,0,0,7,4
1325,7,0,0,7,5
1326,7,0,0,7,6
1327,7,0,0,7,7
1328,7,0,0,7,8
1329,7,0,0,7,9
1330,7,0,0,7,10
1331,7,0,0,7,11
1332,7,0,0,7,12
1333,7,0,0,7,13
1334,7,0,0,7,14
1335,7,0,0,7,15
1336,7,0,0,7,16
1337,7,0,0,7,17
1338,7,0,0,7,18
1339,7,0,0,7,19
1340,7,0,0,7,20
1341,7,0,0,7,21
1342,7,0,0,7,22
1343,7,0,0,7,23
1344,7,0,0,7,24
1345,7,0,0,7,25
1346,7,0,0,7,26
1347,7,0,0,7,27
1348,7,0,0,7,28
1349,7,0,0,7,29
1350,7,0,0,7,30
1351,7,0,0,7,31
1352,7,0,0,7,32
1353,7,0,0,7,33
1354,7,0,0,7,34
1355,7,0,0,7,35
1356,7,0,0,7,36
1357,7,0,0,7,37
1358,7,0,0,7,38
1359,7,0,0,7,39
1360,7,0,0,7,40
1361,7,0,0,7,41
1362,7,0,1,1,0
1363,7,0,1,1,1
1364,7,0,1,1,2
1365,7,0,1,1,3
1366,7,0,1,1,4
1367,7,0,1,1,5
1368,7,0,1,1,6
1369,7,0,1,1,7
1370,7,0,1,1,8
1371,7,0,1,1,9
1372,7,0,1,1,10
1373,7,0,1,1,11
1374,7,0,1,1,12
1375,7,0,1,1,13
1376,7,0,1,1,14
1377,7,0,1,1,15
1378,7,0,1,1,16
1379,7,0,1,1,17
1380,7,0,1,1,18
1381,7,0,1,1,19
1382,7,0,1,1,20
1383,7,0,1,1,21
1384,7,0,1,1,22
1385,7,0,1,1,23
1386,7,0,1,1,24
1387,7,0,1,1,25
1388,7,0,1,1,26
1389,7,0,1,1,27
1390,7,0,1,1,28
1391,7,0,1,1,29
1392,7,0,1,1,30
1393,7,0,1,1,31
1394,7,0,1,1,32
1395,7,0,1,1,33
1396,7,0,1,1,34
1397,7,0,1,1,35
1398,7,0,1,1,36
1399,7,0,1,1,37
1400,7,0,1,1,38
1401,7,0,1,1,39
1402,7,0,1,1,40
1403,7,0,1,1,41
1404,7,0,2,3,0
1405,7,0,2,3,1
1406,7,0,2,3,2
1407,7,0,2,3,3
1408,7,0,2,3,4
1409,7,0,2,3,5
1410,7,0,2,3,6
1411,7,0,2,3,7
1412,7,0,2,3,8
1413,7,0,2,3,9
1414,7,0,2,3,10
1415,7,0,2,3,11
1416,7,0,2,3,12
1417,7,0,2,3,13
1418,7,0,2,3,14
1419,7,0,2,3,15
1420,7,0,2,3,16
1421,7,0,2,3,17
1422,7,0,2,3,18
1423,7,0,2,3,19
1424,7,0,2,3,20
1425,7,0,2,3,21
1426,7,0,2,3,22
1427,7,0,2,3,23
1428,7,0,2,3,24
1429,7,0,2,3,25
1430,7,0,2,3,26
1431,7,0,2,3,27
1432,7,0,2,3,28
1433,7,0,2,3,29
1434,7,0,2,3,30
1435,7,0,2,3,31
1436,7,0,2,3,32
1437,7,0,2,3,33
1438,7,0,2,3,34
1439,7,0,2,3,35
1440,7,0,2,3,36
1441,7,0,2,3,37
1442,7,0,2,3,38
1443,7,0,2,3,39
1444,7,0,2,3,40
1445,7,0,2,3,41
1446,7,0,3,5,0
1447,7,0,3,5,1
1448,7,0,3,5,2
1449,7,0,3,5,3
1450,7,0,3,5,4
1451,7,0,3,5,5
1452,7,0,3,5,6
1453,7,0,3,5,7
1454,7,0,3,5,8
1455,7,0,3,5,9
1456,7,0,3,5,10
1457,7,0,3,5,11
1458,7,0,3,5,12
1459,7,0,3,5,13
1460,7,0,3,5,14
1461,7,0,3,5,15
1462,7,0,3,5,16
1463,7,0,3,5,17
1464,7,0,3,5,18
1465,7,0,3,5,19
1466,7,0,3,5,20
1467,7,0,3,5,21
1468,7,0,3,5,22
1469,7,0,3,5,23
1470,7,0,3,5,24
1471,7,0,3,5,25
1472,7,0,3,5,26
1473,7,0,3,5,27
1474,7,0,3,5,28
1475,7,0,3,5,29
1476,7,0,3,5,30
1477,7,0,3,5,31
1478,7,0,3,5,32
1479,7,0,3,5,33
1480,7,0,3,5,34
1481,7,0,3,5,35
1482,7,0,3,5,36
1483,7,0,3,5,37
1484,7,0,3,5,38
1485,7,0,3,5,39
1486,7,0,3,5,40
1487,7,0,3,5,41
1488,7,0,4,4,0
1489,7,0,4,4,1
1490,7,0,4,4,2
1491,7,0,4,4,3
1492,7,0,4,4,4
1493,7,0,4,4,5
1494,7,0,4,4,6
1495,7,0,4,4,7
1496,7,0,4,4,8
1497,7,0,4,4,9
1498,7,0,4,4,10
1499,7,0,4,4,11
1500,7,0,4,4,12
1501,7,0,4,4,13
1502,7,0,4,4,14
1503,7,0,4,4,15
1504,7,0,4,4,16
1505,7,0,4,4,17
1506,7,0,4,4,18
1507,7,0,4,4,19
1508,7,0,4,4,20
1509,7,0,4,4,21
1510,7,0,4,4,22
1511,7,0,4,4,23
1512,7,0,4,4,24
1513,7,0,4,4,25
1514,7,0,4,4,26
1515,7,0,4,4,27
1516,7,0,4,4,28
1517,7,0,4,4,29
1518,7,0,4,4,30
1519,7,0,4,4,31
1520,7,0,4,4,32
1521,7,0,4,4,33
1522,7,0,4,4,34
1523,7,0,4,4,35
1524,7,0,4,4,36
1525,7,0,4,4,37
1526,7,0,4,4,38
1527,7,0,4,4,39
1528,7,0,4,4,40
1529,7,0,4,4,41
1530,7,0,5,9,0
1531,7,0,5,9,1
1532,7,0,5,9,2
1533,7,0,5,9,3
1534,7,0,5,9,4
1535,7,0,5,9,5
1536,7,0,5,9,6
1537,7,0,5,9,7
1538,7,0,5,9,8
1539,7,0,5,9,9
1540,7,0,5,9,10
1541,7,0,5,9,11
1542,7,0,5,9,12
1543,7,0,5,9,13
1544,7,0,5,9,14
1545,7,0,5,9,15
1546,7,0,5,9,16
1547,7,0,5,9,17
1548,7,0,5,9,18
1549,7,0,5,9,19
1550,7,0,5,9,20
1551,7,0,5,9,21
1552,7,0,5,9,22
1553,7,0,5,9,23
1554,7,0,5,9,24
1555,7,0,5,9,25
1556,7,0,5,9,26
1557,7,0,5,9,27
1558,7,0,5,9,28
1559,7,0,5,9,29
1560,7,0,5,9,30
1561,7,0,5,9,31
1562,7,0,5,9,32
1563,7,0,5,9,33
1564,7,0,5,9,34
1565,7,0,5,9,35
1566,7,0,5,9,36
1567,7,0,5,9,37
1568,7,0,5,9,38
1569,7,0,5,9,39
1570,7,0,5,9,40
1571,7,0,5,9,41
1572,7,0,6,8,0
1573,7,0,6,8,1
1574,7,0,6,8,2
1575,7,0,6,8,3
1576,7,0,6,8,4
1577,7,0,6,8,5
1578,7,0,6,8,6
1579,7,0,6,8,7
1580,7,0,6,8,8
1581,7,0,6,8,9
1582,7,0,6,8,10
1583,7,0,6,8,11
1584,7,0,6,8,12
1585,7,0,6,8,13
1586,7,0,6,8,14
1587,7,0,6,8,15
1588,7,0,6,8,16
1589,7,0,6,8,17
1590,7,0,6,8,18
1591,7,0,6,8,19
1592,7,0,6,8,20
1593,7,0,6,8,21
1594,7,0,6,8,22
1595,7,0,6,8,23
1596,7,0,6,8,24
1597,7,0,6,8,25
1598,7,0,6,8,26
1599,7,0,6,8,27
1600,7,0,6,8,28
1601,7,0,6,8,29
1602,7,0,6,8,30
1603,7,0,6,8,31
1604,7,0,6,8,32
1605,7,0,6,8,33
1606,7,0,6,8,34
1607,7,0,6,8,35
1608,7,0,6,8,36
1609,7,0,6,8,37
1610,7,0,6,8,38
1611,7,0,6,8,39
1612,7,0,6,8,40
1613,7,0,6,8,41
1614,7,0,7,0,0
1615,7,0,7,0,1
1616,7,0,7,0,2
1617,7,0,7,0,3
1618,7,0,7,0,4
1619,7,0,7,0,5
1620,7,0,7,0,6
1621,7,0,7,0,7
1622,7,0,7,0,8
1623,7,0,7,0,9
1624,7,0,7,0,10
1625,7,0,7,0,11
1626,7,0,7,0,12
1627,7,0,7,0,13
1628,7,0,7,0,14
1629,7,0,7,0,15
1630,7,0,7,0,16
1631,7,0,7,0,17
1632,7,0,7,0,18
1633,7,0,7,0,19
1634,7,0,7,0,20
1635,7,0,7,0,21
1636,7,0,7,0,22
1637,7,0,7,0,23
1638,7,0,7,0,24
1639,7,0,7,0,25
1640,7,0,7,0,26
1641,7,0,7,0,27
1642,7,0,7,0,28
1643,7,0,7,0,29
1644,7,0,7,0,30
1645,7,0,7,0,31
1646,7,0,7,0,32
1647,7,0,7,0,33
1648,7,0,7,0,34
1649,7,0,7,0,35
1650,7,0,7,0,36
1651,7,0,7,0,37
1652,7,0,7,0,38
1653,7,0,7,0,39
1654,7,0,7,0,40
1655,7,0,7,0,41
1656,7,0,8,10,0
1657,7,0,8,10,1
1658,7,0,8,10,2
1659,7,0,8,10,3
1660,7,0,8,10,4
1661,7,0,8,10,5
1662,7,0,8,10,6
1663,7,0,8,10,7
1664,7,0,8,10,8
1665,7,0,8,10,9
1666,7,0,8,10,10
1667,7,0,8,10,11
1668,7,0,8,10,12
1669,7,0,8,10,13
1670,7,0,8,10,14
1671,7,0,8,10,15
1672,7,0,8,10,16
1673,7,0,8,10,17
1674,7,0,8,10,18
1675,7,0,8,10,19
1676,7,0,8,10,20
1677,7,0,8,10,21
1678,7,0,8,10,22
1679,7,0,8,10,23
1680,7,0,8,10,24
1681,7,0,8,10,25
1682,7,0,8,10,26
1683,7,0,8,10,27
1684,7,0,8,10,28
1685,7,0,8,10,29
1686,7,0,8,10,30
1687,7,0,8,10,31
1688,7,0,8,10,32
1689,7,0,8,10,33
1690,7,0,8,10,34
1691,7,0,8,10,35
1692,7,0,8,10,36
1693,7,0,8,10,37
1694,7,0,8,10,38
1695,7,0,8,10,39
1696,7,0,8,10,40
1697,7,0,8,10,41
1698,7,0,9,6,0
1699,7,0,9,6,1
1700,7,0,9,6,2
1701,7,0,9,6,3
1702,7,0,9,6,4
1703,7,0,9,6,5
1704,7,0,9,6,6
1705,7,0,9,6,7
1706,7,0,9,6,8
1707,7,0,9,6,9
1708,7,0,9,6,10
1709,7,0,9,6,11
1710,7,0,9,6,12
1711,7,0,9,6,13
1712,7,0,9,6,14
1713,7,0,9,6,15
1714,7,0,9,6,16
1715,7,0,9,6,17
1716,7,0,9,6,18
1717,7,0,9,6,19
1718,7,0,9,6,20
1719,7,0,9,6,21
1720,7,0,9,6,22
1721,7,0,9,6,23
1722,7,0,9,6,24
1723,7,0,9,6,25
1724,7,0,9,6,26
1725,7,0,9,6,27
1726,7,0,9,6,28
1727,7,0,9,6,29
1728,7,0,9,6,30
1729,7,0,9,6,31
1730,7,0,9,6,32
1731,7,0,9,6,33
1732,7,0,9,6,34
1733,7,0,9,6,35
1734,7,0,9,6,36
1735,7,0,9,6,37
1736,7,0,9,6,38
1737,7,0,9,6,39
1738,7,0,9,6,40
1739,7,0,9,6,41
1740,7,0,10,2,0
1741,7,0,10,2,1
1742,7,0,10,2,2
1743,7,0,10,2,3
1744,7,0,10,2,4
1745,7,0,10,2,5
1746,7,0,10,2,6
1747,7,0,10,2,7
1748,7,0,10,2,8
1749,7,0,10,2,9
1750,7,0,10,2,10
1751,7,0,10,2,11
1752,7,0,10,2,12
1753,7,0,10,2,13
1754,7,0,10,2,14
1755,7,0,10,2,15
1756,7,0,10,2,16
1757,7,0,10,2,17
1758,7,0,10,2,18
1759,7,0,10,2,19
1760,7,0,10,2,20
1761,7,0,10,2,21
1762,7,0,10,2,22
1763,7,0,10,2,23
1764,7,0,10,2,24
1765,7,0,10,2,25
1766,7,0,10,2,26
1767,7,0,10,2,27
1768,7,0,10,2,28
1769,7,0,10,2,29
1770,7,0,10,2,30
1771,7,0,10,2,31
1772,7,0,10,2,32
1773,7,0,10,2,33
1774,7,0,10,2,34
1775,7,0,10,2,35
1776,7,0,10,2,36
1777,7,0,10,2,37
1778,7,0,10,2,38
1779,7,0,10,2,39
1780,7,0,10,2,40
1781,7,0,10,2,41
1782,8,0,0,7,0
1783,8,0,0,7,1
1784,8,0,0,7,2
1785,8,0,0,7,3
1786,8,0,0,7,4
1787,8,0,0,7,5
1788,8,0,0,7,6
1789,8,0,0,7,7
1790,8,0,0,7,8
1791,8,0,0,7,9
1792,8,0,0,7,10
1793,8,0,0,7,11
1794,8,0,0,7,12
1795,8,0,0,7,13
1796,8,0,0,7,14
1797,8,0,0,7,15
1798,8,0,0,7,16
1799,8,0,0,7,17
1800,8,0,0,7,18
1801,8,0,0,7,19
1802,8,0,0,7,20
1803,8,0,0,7,21
1804,8,0,0,7,22
1805,8,0,0,7,23
1806,8,0,0,7,24
1807,8,0,0,7,25
1808,8,0,0,7,26
1809,8,0,0,7,27
1810,8,0,0,7,28
1811,8,0,0,7,29
1812,8,0,0,7,30
1813,8,0,0,7,31
1814,8,0,0,7,32
1815,8,0,0,7,33
1816,8,0,0,7,34
1817,8,0,0,7,35
1818,8,0,0,7,36
1819,8,0,0,7,37
1820,8,0,0,7,38
1821,8,0,0,7,39
1822,8,0,0,7,40
1823,8,0,0,7,41
1824,8,0,1,1,0
1825,8,0,1,1,1
1826,8,0,1,1,2
1827,8,0,1,1,3
1828,8,0,1,1,4
1829,8,0,1,1,5
1830,8,0,1,1,6
1831,8,0,1,1,7
1832,8,0,1,1,8
1833,8,0,1,1,9
1834,8,0,1,1,10
1835,8,0,1,1,11
1836,8,0,1,1,12
1837,8,0,1,1,13
1838,8,0,1,1,14
1839,8,0,1,1,15
1840,8,0,1,1,16
1841,8,0,1,1,17
1842,8,0,1,1,18
1843,8,0,1,1,19
1844,8,0,1,1,20
1845,8,0,1,1,21
1846,8,0,1,1,22
1847,8,0,1,1,23
1848,8,0,1,1,24
1849,8,0,1,1,25
1850,8,0,1,1,26
1851,8,0,1,1,27
1852,8,0,1,1,28
1853,8,0,1,1,29
1854,8,0,1,1,30
1855,8,0,1,1,31
1856,8,0,1,1,32
1857,8,0,1,1,33
1858,8,0,1,1,34
1859,8,0,1,1,35
1860,8,0,1,1,36
1861,8,0,1,1,37
1862,8,0,1,1,38
1863,8,0,1,1,39
1864,8,0,1,1,40
1865,8,0,1,1,41
1866,8,0,2,3,0
1867,8,0,2,3,1
1868,8,0,2,3,2
1869,8,0,2,3,3
1870,8,0,2,3,4
1871,8,0,2,3,5
1872,8,0,2,3,6
1873,8,0,2,3,7
1874,8,0,2,3,8
1875,8,0,2,3,9
1876,8,0,2,3,10
1877,8,0,2,3,11
1878,8,0,2,3,12
1879,8,0,2,3,13
1880,8,0,2,3,14
1881,8,0,2,3,15
1882,8,0,2,3,16
1883,8,0,2,3,17
1884,8,0,2,3,18
1885,8,0,2,3,19
1886,8,0,2,3,20
1887,8,0,2,3,21
1888,8,0,2,3,22
1889,8,0,2,3,23
1890,8,0,2,3,24
1891,8,0,2,3,25
1892,8,0,2,3,26
1893,8,0,2,3,27
1894,8,0,2,3,28
1895,8,0,2,3,29
1896,8,0,2,3,30
1897,8,0,2,3,31
1898,8,0,2,3,32
1899,8,0,2,3,33
1900,8,0,2,3,34
1901,8,0,2,3,35
1902,8,0,2,3,36
1903,8,0,2,3,37
1904,8,0,2,3,38
1905,8,0,2,3,39
1906,8,0,2,3,40
1907,8,0,2,3,41
1908,8,0,3,5,0
1909,8,0,3,5,1
1910,8,0,3,5,2
1911,8,0,3,5,3
1912,8,0,3,5,4
1913,8,0,3,5,5
1914,8,0,3,5,6
1915,8,0,3,5,7
1916,8,0,3,5,8
1917,8,0,3,5,9
1918,8,0,3,5,10
1919,8,0,3,5,11
1920,8,0,3,5,12
1921,8,0,3,5,13
1922,8,0,3,5,14
1923,8,0,3,5,15
1924,8,0,3,5,16
1925,8,0,3,5,17
1926,8,0,3,5,18
1927,8,0,3,5,19
1928,8,0,3,5,20
1929,8,0,3,5,21
1930,8,0,3,5,22
1931,8,0,3,5,23
1932,8,0,3,5,24
1933,8,0,3,5,25
1934,8,0,3,5,26
1935,8,0,3,5,27
1936,8,0,3,5,28
1937,8,0,3,5,29
1938,8,0,3,5,30
1939,8,0,3,5,31
1940,8,0,3,5,32
1941,8,0,3,5,33
1942,8,0,3,5,34
1943,8,0,3,5,35
1944,8,0,3,5,36
1945,8,0,3,5,37
1946,8,0,3,5,38
1947,8,0,3,5,39
1948,8,0,3,5,40
1949,8,0,3,5,41
1950,8,0,4,4,0
1951,8,0,4,4,1
1952,8,0,4,4,2
1953,8,0,4,4,3
1954,8,0,4,4,4
1955,8,0,4,4,5
1956,8,0,4,4,6
1957,8,0,4,4,7
1958,8,0,4,4,8
1959,8,0,4,4,9
1960,8,0,4,4,10
1961,8,0,4,4,11
1962,8,0,4,4,12
1963,8,0,4,4,13
1964,8,0,4,4,14
1965,8,0,4,4,15
1966,8,0,4,4,16
1967,8,0,4,4,17
1968,8,0,4,4,18
1969,8,0,4,4,19
1970,8,0,4,4,20
1971,8,0,4,4,21
1972,8,0,4,4,22
1973,8,0,4,4,23
1974,8,0,4,4,24
1975,8,0,4,4,25
1976,8,0,4,4,26
1977,8,0,4,4,27
1978,8,0,4,4,28
1979,8,0,4,4,29
1980,8,0,4,4,30
1981,8,0,4,4,31
1982,8,0,4,4,32
1983,8,0,4,4,33
1984,8,0,4,4,34
1985,8,0,4,4,35
1986,8,0,4,4,36
1987,8,0,4,4,37
1988,8,0,4,4,38
1989,8,0,4,4,39
1990,8,0,4,4,40
1991,8,0,4,4,41
1992,8,0,5,9,0
1993,8,0,5,9,1
1994,8,0,5,9,2
1995,8,0,5,9,3
1996,8,0,5,9,4
1997,8,0,5,9,5
1998,8,0,5,9,6
1999,8,0,5,9,7
2000,8,0,5,9,8
2001,8,0,5,9,9
2002,8,0,5,9,10
2003,8,0,5,9,11
2004,8,0,5,9,12
2005,8,0,5,9,13
2006,8,0,5,9,14
2007,8,0,5,9,15
2008,8,0,5,9,16
2009,8,0,5,9,17
2010,8,0,5,9,18
2011,8,0,5,9,19
2012,8,0,5,9,20
2013,8,0,5,9,21
2014,8,0,5,9,22
2015,8,0,5,9,23
2016,8,0,5,9,24
2017,8,0,5,9,25
2018,8,0,5,9,26
2019,8,0,5,9,27
2020,8,0,5,9,28
2021,8,0,5,9,29
2022,8,0,5,9,30
2023,8,0,5,9,31
2024,8,0,5,9,32
2025,8,0,5,9,33
2026,8,0,5,9,34
2027,8,0,5,9,35
2028,8,0,5,9,36
2029,8,0,5,9,37
2030,8,0,5,9,38
2031,8,0,5,9,39
2032,8,0,5,9,40
2033,8,0,5,9,41
2034,8,0,6,8,0
2035,8,0,6,8,1
2036,8,0,6,8,2
2037,8,0,6,8,3
2038,8,0,6,8,4
2039,8,0,6,8,5
2040,8,0,6,8,6
2041,8,0,6,8,7
2042,8,0,6,8,8
2043,8,0,6,8,9
2044,8,0,6,8,10
2045,8,0,6,8,11
2046,8,0,6,8,12
2047,8,0,6,8,13
2048,8,0,6,8,14
2049,8,0,6,8,15
2050,8,0,6,8,16
2051,8,0,6,8,17
2052,8,0,6,8,18
2053,8,0,6,8,19
2054,8,0,6,8,20
2055,8,0,6,8,21
2056,8,0,6,8,22
2057,8,0,6,8,23
2058,8,0,6,8,24
2059,8,0,6,8,25
2060,8,0,6,8,26
2061,8,0,6,8,27
2062,8,0,6,8,28
2063,8,0,6,8,29
2064,8,0,6,8,30
2065,8,0,6,8,31
2066,8,0,6,8,32
2067,8,0,6,8,33
2068,8,0,6,8,34
2069,8,0,6,8,35
2070,8,0,6,8,36
2071,8,0,6,8,37
2072,8,0,6,8,38
2073,8,0,6,8,39
2074,8,0,6,8,40
2075,8,0,6,8,41
2076,8,0,7,0,0
2077,8,0,7,0,1
2078,8,0,7,0,2
2079,8,0,7,0,3
2080,8,0,7,0,4
2081,8,0,7,0,5
2082,8,0,7,0,6
2083,8,0,7,0,7
2084,8,0,7,0,8
2085,8,0,7,0,9
2086,8,0,7,0,10
2087,8,0,7,0,11
2088,8,0,7,0,12
2089,8,0,7,0,13
2090,8,0,7,0,14
2091,8,0,7,0,15
2092,8,0,7,0,16
2093,8,0,7,0,17
2094,8,0,7,0,18
2095,8,0,7,0,19
2096,8,0,7,0,20
2097,8,0,7,0,21
2098,8,0,7,0,22
2099,8,0,7,0,23
2100,8,0,7,0,24
2101,8,0,7,0,25
2102,8,0,7,0,26
2103,8,0,7,0,27
2104,8,0,7,0,28
2105,8,0,7,0,29
2106,8,0,7,0,30
2107,8,0,7,0,31
2108,8,0,7,0,32
2109,8,0,7,0,33
2110,8,0,7,0,34
2111,8,0,7,0,35
2112,8,0,7,0,36
2113,8,0,7,0,37
2114,8,0,7,0,38
2115,8,0,7,0,39
2116,8,0,7,0,40
2117,8,0,7,0,41
2118,8,0,8,10,0
2119,8,0,8,10,1
2120,8,0,8,10,2
2121,8,0,8,10,3
2122,8,0,8,10,4
2123,8,0,8,10,5
2124,8,0,8,10,6
2125,8,0,8,10,7
2126,8,0,8,10,8
2127,8,0,8,10,9
2128,8,0,8,10,10
2129,8,0,8,10,11
2130,8,0,8,10,12
2131,8,0,8,10,13
2132,8,0,8,10,14
2133,8,0,8,10,15
2134,8,0,8,10,16
2135,8,0,8,10,17
2136,8,0,8,10,18
2137,8,0,8,10,19
2138,8,0,8,10,20
2139,8,0,8,10,21
2140,8,0,8,10,22
2141,8,0,8,10,23
2142,8,0,8,10,24
2143,8,0,8,10,25
2144,8,0,8,10,26
2145,8,0,8,10,27
2146,8,0,8,10,28
2147,8,0,8,10,29
2148,8,0,8,10,30
2149,8,0,8,10,31
2150,8,0,8,10,32
2151,8,0,8,10,33
2152,8,0,8,10,34
2153,8,0,8,10,35
2154,8,0,8,10,36
2155,8,0,8,10,37
2156,8,0,8,10,38
2157,8,0,8,10,39
2158,8,0,8,10,40
2159,8,0,8,10,41
2160,8,0,9,6,0
2161,8,0,9,6,1
2162,8,0,9,6,2
2163,8,0,9,6,3
2164,8,0,9,6,4
2165,8,0,9,6,5
2166,8,0,9,6,6
2167,8,0,9,6,7
2168,8,0,9,6,8
2169,8,0,9,6,9
2170,8,0,9,6,10
2171,8,0,9,6,11
2172,8,0,9,6,12
2173,8,0,9,6,13
2174,8,0,9,6,14
2175,8,0,9,6,15
2176,8,0,9,6,16
2177,8,0,9,6,17
2178,8,0,9,6,18
2179,8,0,9,6,19
2180,8,0,9,6,20
2181,8,0,9,6,21
2182,8,0,9,6,22
2183,8,0,9,6,23
2184,8,0,9,6,24
2185,8,0,9,6,25
2186,8,0,9,6,26
2187,8,0,9,6,27
2188,8,0,9,6,28
2189,8,0,9,6,29
2190,8,0,9,6,30
2191,8,0,9,6,31
2192,8,0,9,6,32
2193,8,0,9,6,33
2194,8,0,9,6,34
2195,8,0,9,6,35
2196,8,0,9,6,36
2197,8,0,9,6,37
2198,8,0,9,6,38
2199,8,0,9,6,39
2200,8,0,9,6,40
2201,8,0,9,6,41
2202,8,0,10,2,0
2203,8,0,10,2,1
2204,8,0,10,2,2
2205,8,0,10,2,3
2206,8,0,10,2,4
2207,8,0,10,2,5
2208,8,0,10,2,6
2209,8,0,10,2,7
2210,8,0,10,2,8
2211,8,0,10,2,9
2212,8,0,10,2,10
2213,8,0,10,2,11
2214,8,0,10,2,12
2215,8,0,10,2,13
2216,8,0,10,2,14
2217,8,0,10,2,15
2218,8,0,10,2,16
2219,8,0,10,2,17
2220,8,0,10,2,18
2221,8,0,10,2,19
2222,8,0,10,2,20
2223,8,0,10,2,21
2224,8,0,10,2,22
